PRODUCTID,CUSTOMERID,DATEID,ORDERNUMBER,ORDERLINENUMBER,DEALSIZE,QUANTITYORDERED,PRICEEACH,SALES,TOTAL_ORDERLINE_AMOUNT
33,11,20041129,10347,6,Medium,21,100.0,4815.3,2100.0
33,3,20041209,10356,1,Medium,30,100.0,4462.2,3000.0
33,4,20050112,10367,7,Medium,32,94.79,3033.28,3033.28
33,24,20050216,10380,8,Small,21,47.18,990.78,990.78
33,40,20050304,10390,7,Small,26,78.11,2030.86,2030.86
33,40,20050529,10421,1,Medium,35,100.0,5433.75,3500.0
34,46,20030310,10109,1,Medium,26,100.0,3157.44,2600.0
34,47,20030520,10123,3,Medium,46,100.0,5161.2,4600.0
34,2,20030710,10137,3,Medium,37,100.0,4346.76,3700.0
34,43,20030911,10148,10,Medium,27,100.0,3528.36,2700.0
34,79,20031017,10161,9,Medium,23,100.0,3187.8,2300.0
34,14,20031105,10172,7,Medium,39,100.0,6023.16,3900.0
34,8,20031112,10181,3,Medium,27,100.0,3884.76,2700.0
34,41,20031120,10192,8,Medium,38,100.0,4965.84,3800.0
34,75,20031202,10204,14,Medium,27,100.0,4169.88,2700.0
34,24,20040116,10212,7,Medium,40,100.0,4910.4,4000.0
34,56,20040226,10226,5,Medium,24,100.0,3231.36,2400.0
34,84,20040413,10241,12,Medium,44,100.0,6853.44,4400.0
34,23,20040601,10253,2,Medium,37,100.0,5177.04,3700.0
34,71,20040706,10266,3,Small,20,100.0,2824.8,2000.0
34,85,20040806,10278,3,Medium,39,100.0,4324.32,3900.0
34,70,20040830,10287,1,Medium,44,100.0,5052.96,4400.0
34,86,20031005,10301,5,Medium,22,100.0,3223.44,2200.0
34,24,20041016,10311,10,Medium,43,100.0,5278.68,4300.0
34,22,20041104,10321,7,Small,27,100.0,2851.2,2700.0
34,46,20041117,10331,10,Small,26,64.9,1687.4,1687.4
34,2,20041124,10343,3,Small,25,52.32,1308.0,1308.0
34,91,20050110,10366,2,Medium,49,100.0,6144.6,4900.0
34,24,20050210,10379,5,Medium,29,100.0,5127.2,2900.0
34,62,20050422,10407,12,Medium,41,100.0,6386.16,4100.0
34,20,20050517,10419,2,Large,55,100.0,7695.6,5500.0
35,18,20030129,10103,12,Small,27,83.07,2242.89,2242.89
35,25,20030324,10112,2,Small,23,100.0,2539.89,2300.0
35,26,20030528,10126,12,Small,31,90.17,2795.27,2795.27
35,21,20030716,10139,1,Medium,46,100.0,5545.76,4600.0
35,27,20030919,10150,9,Medium,47,91.18,4285.46,4285.46
35,28,20031020,10163,2,Medium,31,100.0,3329.09,3100.0
35,29,20031106,10174,5,Medium,46,100.0,5592.22,4600.0
35,30,20031113,10183,9,Medium,37,89.15,3298.55,3298.55
35,88,20031121,10193,1,Small,28,93.21,2609.88,2609.88
35,32,20031205,10206,7,Medium,37,90.17,3336.29,3336.29
35,33,20040129,10215,4,Medium,49,100.0,5510.05,4900.0
35,34,20040310,10228,3,Small,24,100.0,2504.4,2400.0
35,24,20040429,10244,1,Medium,30,100.0,3525.6,3000.0
35,62,20040614,10257,1,Medium,50,88.14,4407.0,4407.0
35,21,20040719,10270,10,Small,31,96.24,2983.44,2983.44
35,37,20040817,10280,3,Medium,46,100.0,5126.24,4600.0
35,38,20040908,10291,12,Medium,47,100.0,5713.79,4700.0
35,39,20041011,10304,7,Medium,46,100.0,4613.8,4600.0
35,40,20041021,10312,4,Medium,37,100.0,3711.1,3700.0
35,41,20041104,10322,12,Medium,33,100.0,3524.73,3300.0
35,9,20041118,10333,5,Small,31,90.17,2795.27,2795.27
35,11,20041129,10347,9,Medium,48,100.0,4814.4,4800.0
35,40,20041210,10357,6,Medium,41,87.13,3572.33,3572.33
35,42,20050120,10369,1,Medium,42,100.0,4581.36,4200.0
35,5,20050217,10381,8,Medium,41,100.0,4319.76,4100.0
35,43,20050309,10391,6,Small,32,45.25,1448.0,1448.0
35,57,20050530,10423,1,Small,10,88.14,881.4,881.4
36,18,20030129,10103,14,Small,35,57.46,2011.1,2011.1
36,9,20030325,10111,2,Small,28,64.33,1801.24,1801.24
36,26,20030528,10126,14,Medium,46,73.7,3390.2,3390.2
36,21,20030716,10139,3,Small,20,71.2,1424.0,1424.0
36,27,20030919,10150,11,Small,30,49.97,1499.1,1499.1
36,28,20031020,10163,4,Medium,48,69.96,3358.08,3358.08
36,87,20031105,10173,2,Small,28,53.72,1504.16,1504.16
36,30,20031113,10183,11,Small,39,68.08,2655.12,2655.12
36,88,20031121,10193,3,Small,24,51.84,1244.16,1244.16
36,32,20031205,10206,9,Small,28,67.46,1888.88,1888.88
36,33,20040129,10215,6,Small,31,58.71,1820.01,1820.01
36,34,20040310,10228,5,Small,45,63.71,2866.95,2866.95
36,24,20040429,10244,3,Small,24,58.09,1394.16,1394.16
36,62,20040614,10257,3,Small,49,53.72,2632.28,2632.28
36,20,20040716,10269,1,Small,32,63.08,2018.56,2018.56
36,37,20040817,10280,5,Small,43,68.71,2954.53,2954.53
36,38,20040908,10291,14,Small,37,50.59,1871.83,1871.83
36,39,20041011,10304,9,Small,24,64.96,1559.04,1559.04
36,40,20041021,10312,6,Small,35,53.72,1880.2,1880.2
36,41,20041104,10322,13,Small,41,29.87,1224.67,1224.67
36,78,20041117,10332,17,Small,26,100.0,2979.08,2600.0
36,11,20041129,10347,10,Small,34,64.96,2208.64,2208.64
36,40,20041210,10357,5,Medium,49,70.58,3458.42,3458.42
36,42,20050120,10369,6,Small,28,44.21,1237.88,1237.88
36,5,20050217,10381,4,Small,40,68.08,2723.2,2723.2
36,64,20050310,10392,3,Small,37,59.96,2218.52,2218.52
36,57,20050530,10423,3,Small,31,53.72,1665.32,1665.32
37,87,20030217,10106,18,Medium,41,83.44,3421.04,3421.04
37,20,20030428,10119,9,Small,21,89.46,1878.66,1878.66
37,92,20030616,10130,2,Medium,40,96.34,3853.6,3853.6
37,51,20030810,10143,13,Medium,46,74.84,3442.64,3442.64
37,17,20031006,10155,11,Medium,44,79.14,3482.16,3482.16
37,38,20031023,10167,7,Medium,46,73.12,3363.52,3363.52
37,52,20031108,10178,10,Medium,41,81.72,3350.52,3350.52
37,53,20031114,10186,7,Small,32,89.46,2862.72,2862.72
37,54,20031126,10197,4,Medium,46,87.74,4036.04,4036.04
37,55,20040109,10209,6,Small,28,100.0,2817.92,2800.0
37,56,20040219,10222,10,Medium,49,94.62,4636.38,4636.38
37,1,20040507,10248,1,Small,21,73.98,1553.58,1553.58
37,24,20040624,10262,15,Small,32,84.3,2697.6,2697.6
37,57,20040721,10273,2,Medium,34,98.06,3334.04,3334.04
37,58,20040820,10283,4,Small,21,98.06,2059.26,2059.26
37,90,20040915,10296,13,Small,21,96.34,2023.14,2023.14
37,30,20041014,10307,7,Small,31,83.44,2586.64,2586.64
37,60,20041101,10316,15,Small,21,94.62,1987.02,1987.02
37,49,20041110,10327,5,Small,25,45.86,1146.5,1146.5
37,91,20041122,10338,3,Small,28,82.58,2312.24,2312.24
37,24,20041202,10350,6,Small,43,64.97,2793.71,2793.71
37,61,20050131,10373,5,Small,22,86.74,1908.28,1908.28
37,24,20050301,10386,5,Medium,37,93.01,3441.37,3441.37
37,2,20050330,10398,18,Small,28,72.26,2023.28,2023.28
37,62,20050401,10400,7,Small,30,74.84,2245.2,2245.2
37,59,20050506,10414,1,Medium,44,73.98,3255.12,3255.12
38,18,20030129,10103,13,Small,25,100.0,2539.5,2500.0
38,9,20030325,10111,1,Medium,43,100.0,4818.15,4300.0
38,26,20030528,10126,13,Small,30,97.39,2921.7,2921.7
38,21,20030716,10139,2,Small,20,90.06,1801.2,1801.2
38,27,20030919,10150,10,Small,26,100.0,2804.36,2600.0
38,28,20031020,10163,3,Medium,40,100.0,4900.8,4000.0
38,87,20031105,10173,1,Small,31,89.01,2759.31,2759.31
38,30,20031113,10183,10,Small,22,100.0,2488.2,2200.0
38,88,20031121,10193,2,Small,23,100.0,2769.89,2300.0
38,32,20031205,10206,8,Medium,30,100.0,3581.4,3000.0
38,33,20040129,10215,5,Medium,49,100.0,5285.14,4900.0
38,34,20040310,10228,4,Medium,31,100.0,3181.53,3100.0
38,24,20040429,10244,2,Medium,29,100.0,3340.51,2900.0
38,62,20040614,10257,2,Medium,37,84.82,3138.34,3138.34
38,21,20040719,10270,11,Medium,38,100.0,4775.08,3800.0
38,37,20040817,10280,4,Medium,29,100.0,3006.43,2900.0
38,38,20040908,10291,13,Small,23,100.0,2866.26,2300.0
38,39,20041011,10304,8,Small,26,85.87,2232.62,2232.62
38,40,20041021,10312,5,Medium,38,100.0,4457.02,3800.0
38,41,20041104,10322,7,Small,48,47.04,2257.92,2257.92
38,78,20041117,10332,18,Small,40,39.8,1592.0,1592.0
38,11,20041129,10347,11,Medium,45,100.0,4948.2,4500.0
38,40,20041210,10357,4,Medium,44,100.0,5160.76,4400.0
38,42,20050120,10369,5,Small,21,94.22,1978.62,1978.62
38,5,20050217,10381,5,Medium,35,100.0,4288.2,3500.0
38,64,20050310,10392,2,Small,29,86.92,2520.68,2520.68
38,57,20050530,10423,2,Small,21,84.82,1781.22,1781.22
39,49,20030211,10105,11,Medium,22,100.0,3065.04,2200.0
39,27,20030416,10117,5,Medium,26,100.0,3551.34,2600.0
39,24,20030606,10128,2,Medium,41,100.0,5544.02,4100.0
39,40,20030808,10142,8,Medium,47,100.0,6034.33,4700.0
39,24,20030928,10153,7,Medium,31,100.0,3641.57,3100.0
39,22,20031021,10166,2,Medium,43,100.0,6930.74,4300.0
39,77,20031107,10177,9,Medium,23,100.0,3675.63,2300.0
39,51,20031114,10185,9,Medium,28,100.0,3442.04,2800.0
39,35,20031126,10196,1,Medium,49,100.0,6893.81,4900.0
39,31,20040102,10208,9,Small,24,100.0,2622.48,2400.0
39,57,20040218,10221,3,Medium,33,100.0,4417.38,3300.0
39,60,20040320,10232,6,Medium,22,100.0,3606.02,2200.0
39,1,20040507,10248,12,Medium,32,100.0,3802.56,3200.0
39,57,20040721,10273,13,Medium,40,100.0,5026.4,4000.0
39,40,20040820,10282,1,Medium,43,100.0,6695.53,4300.0
39,37,20040909,10293,4,Small,24,100.0,2819.28,2400.0
39,78,20041014,10306,9,Medium,32,100.0,3759.04,3200.0
39,79,20041022,10314,1,Small,20,100.0,2731.8,2000.0
39,18,20041105,10325,9,Small,24,69.12,1658.88,1658.88
39,63,20041120,10336,12,Medium,48,100.0,5778.24,4800.0
39,24,20041202,10350,1,Medium,44,100.0,5191.12,4400.0
39,36,20050126,10372,3,Medium,28,100.0,3862.88,2800.0
39,24,20050222,10383,9,Small,24,61.52,1476.48,1476.48
39,40,20050323,10396,2,Medium,33,100.0,5273.73,3300.0
39,59,20050506,10414,12,Medium,41,100.0,4872.03,4100.0
40,24,20030131,10104,13,Medium,23,100.0,4556.99,2300.0
40,46,20030310,10109,5,Large,46,100.0,8257.0,4600.0
40,63,20030401,10114,4,Large,48,100.0,8209.44,4800.0
40,68,20030508,10122,3,Medium,25,100.0,3598.5,2500.0
40,75,20030603,10127,15,Medium,22,100.0,3837.24,2200.0
40,52,20030704,10136,3,Large,41,100.0,8331.61,4100.0
40,74,20030801,10141,9,Medium,34,100.0,4836.5,3400.0
40,43,20030911,10148,14,Medium,32,100.0,5418.88,3200.0
40,61,20030921,10151,7,Medium,21,100.0,3734.01,2100.0
40,55,20031011,10160,1,Medium,20,100.0,3996.4,2000.0
40,27,20031022,10165,16,Large,47,100.0,8754.69,4700.0
40,44,20031105,10171,3,Medium,39,100.0,5481.45,3900.0
40,50,20031106,10175,5,Medium,29,100.0,4419.89,2900.0
40,8,20031112,10181,7,Medium,45,100.0,6324.75,4500.0
40,82,20031114,10184,10,Medium,28,100.0,4409.72,2800.0
40,41,20031120,10192,12,Medium,26,100.0,3918.46,2600.0
40,48,20031125,10195,10,Large,50,100.0,7620.5,5000.0
40,24,20031202,10203,1,Large,48,100.0,8291.04,4800.0
40,65,20031209,10207,11,Medium,25,100.0,3937.25,2500.0
40,24,20040116,10212,11,Medium,40,100.0,5554.4,4000.0
40,70,20040222,10225,2,Medium,43,100.0,6407.86,4300.0
40,40,20040311,10229,5,Medium,22,100.0,4172.52,2200.0
40,61,20040412,10239,1,Large,47,100.0,7083.37,4700.0
40,24,20040505,10246,9,Large,36,100.0,7132.68,3600.0
40,23,20040601,10253,6,Medium,40,100.0,6773.6,4000.0
40,66,20040615,10259,8,Medium,27,100.0,3657.69,2700.0
40,71,20040706,10266,7,Medium,29,100.0,4812.55,2900.0
40,40,20040720,10271,9,Medium,20,100.0,3928.6,2000.0
40,85,20040806,10278,7,Medium,42,100.0,6401.22,4200.0
40,19,20040819,10281,5,Medium,25,100.0,4191.25,2500.0
40,70,20040830,10287,5,Medium,36,100.0,5852.52,3600.0
40,1,20040908,10292,12,Small,21,100.0,2844.87,2100.0
40,86,20031005,10301,9,Medium,23,100.0,4011.66,2300.0
40,16,20041013,10305,9,Large,37,100.0,7455.87,3700.0
40,69,20041016,10310,3,Large,48,100.0,8940.96,4800.0
40,32,20041022,10313,3,Medium,25,100.0,4572.25,2500.0
40,22,20041104,10321,11,Medium,33,100.0,5700.09,3300.0
40,12,20041105,10324,12,Medium,27,100.0,3155.49,2700.0
40,46,20041117,10331,11,Medium,27,100.0,4170.69,2700.0
40,25,20041119,10334,3,Small,20,100.0,2878.8,2000.0
40,11,20041124,10342,4,Medium,30,100.0,5029.5,3000.0
40,75,20041201,10349,6,Large,48,100.0,7396.8,4800.0
40,24,20041210,10358,12,Small,32,93.49,2991.68,2991.68
40,91,20050110,10366,1,Medium,34,100.0,6275.72,3400.0
40,43,20050120,10370,9,Small,27,56.85,1534.95,1534.95
40,17,20050209,10377,3,Large,39,100.0,7264.53,3900.0
40,24,20050222,10383,6,Medium,47,100.0,6869.05,4700.0
40,24,20050315,10394,5,Medium,22,100.0,3353.02,2200.0
40,84,20050414,10405,1,Large,55,100.0,8289.05,5500.0
40,24,20050503,10412,9,Large,60,100.0,11887.8,6000.0
40,20,20050517,10419,6,Medium,35,100.0,5926.9,3500.0
40,15,20050531,10425,8,Medium,28,100.0,3793.16,2800.0
41,49,20030211,10105,13,Medium,38,100.0,4330.1,3800.0
41,27,20030416,10117,7,Small,21,95.8,2011.8,2011.8
41,24,20030606,10128,4,Medium,41,100.0,4837.18,4100.0
41,40,20030808,10142,10,Small,22,97.81,2151.82,2151.82
41,24,20030928,10153,9,Small,29,88.74,2573.46,2573.46
41,27,20031022,10165,1,Medium,50,100.0,5344.5,5000.0
41,77,20031107,10177,11,Medium,29,100.0,3070.52,2900.0
41,51,20031114,10185,11,Medium,49,80.67,3952.83,3952.83
41,35,20031126,10196,3,Medium,35,100.0,3564.75,3500.0
41,31,20040102,10208,11,Medium,48,100.0,5614.56,4800.0
41,57,20040218,10221,5,Small,23,80.67,1855.41,1855.41
41,60,20040320,10232,8,Medium,48,95.8,4598.4,4598.4
41,1,20040507,10248,14,Medium,42,100.0,5082.42,4200.0
41,57,20040721,10273,15,Medium,47,100.0,5450.59,4700.0
41,40,20040820,10282,3,Medium,36,100.0,4174.92,3600.0
41,37,20040909,10293,6,Small,22,100.0,2418.24,2200.0
41,78,20041014,10306,11,Medium,40,91.76,3670.4,3670.4
41,79,20041022,10314,3,Small,23,100.0,2481.7,2300.0
41,25,20041109,10326,6,Medium,32,100.0,3807.68,3200.0
41,63,20041120,10336,7,Small,21,100.0,2230.41,2100.0
41,24,20041202,10350,2,Medium,41,93.04,3814.64,3814.64
41,36,20050126,10372,5,Small,25,84.71,2117.75,2117.75
41,24,20050222,10383,12,Medium,26,100.0,3340.48,2600.0
41,40,20050323,10396,4,Small,24,89.75,2154.0,2154.0
41,59,20050506,10414,14,Medium,48,100.0,5808.48,4800.0
42,67,20030303,10108,9,Small,26,68.35,1777.1,1777.1
42,68,20030508,10122,13,Small,21,73.17,1536.57,1536.57
42,40,20030702,10135,10,Medium,45,78.0,3510.0,3510.0
42,42,20030905,10147,10,Medium,36,86.04,3097.44,3097.44
42,5,20031010,10159,5,Small,21,81.21,1705.41,1705.41
42,43,20031104,10169,5,Small,32,70.76,2264.32,2264.32
42,8,20031112,10181,17,Small,30,82.82,2484.6,2484.6
42,69,20031120,10191,6,Medium,36,94.88,3415.68,3415.68
42,24,20031202,10203,11,Small,33,86.04,2839.32,2839.32
42,10,20040115,10211,5,Small,35,78.0,2730.0,2730.0
42,70,20040222,10225,12,Medium,37,95.69,3540.53,3540.53
42,49,20040409,10238,6,Small,41,73.17,2999.97,2999.97
42,10,20040526,10252,2,Small,20,76.39,1527.8,1527.8
42,88,20040702,10265,2,Medium,45,86.84,3907.8,3907.8
42,72,20040802,10276,6,Small,38,69.96,2658.48,2658.48
42,70,20040830,10287,15,Medium,43,70.76,3042.68,3042.68
42,73,20031004,10300,8,Medium,49,78.8,3861.2,3861.2
42,69,20041016,10310,13,Small,27,80.41,2171.07,2171.07
42,80,20041103,10319,1,Medium,46,73.98,3403.08,3403.08
42,1,20041115,10329,10,Small,38,59.1,2245.8,2245.8
42,11,20041124,10342,5,Small,25,66.74,1668.5,1668.5
42,74,20050106,10363,10,Small,46,60.3,2773.8,2773.8
42,24,20050210,10378,4,Small,22,100.0,2464.0,2200.0
42,40,20050304,10390,9,Medium,40,100.0,5491.6,4000.0
43,18,20030129,10103,16,Medium,46,100.0,4791.82,4600.0
43,9,20030325,10111,4,Medium,39,100.0,4178.85,3900.0
43,26,20030528,10126,16,Medium,38,82.34,3128.92,3128.92
43,21,20030716,10139,5,Medium,30,100.0,3095.4,3000.0
43,83,20030912,10149,2,Medium,42,94.25,3958.5,3958.5
43,28,20031020,10163,6,Medium,43,100.0,4991.44,4300.0
43,87,20031105,10173,4,Small,29,95.24,2761.96,2761.96
43,40,20031112,10182,1,Small,33,86.31,2848.23,2848.23
43,88,20031121,10193,5,Small,32,79.37,2539.84,2539.84
43,32,20031205,10206,11,Small,28,87.3,2444.4,2444.4
43,33,20040129,10215,8,Medium,41,100.0,4555.92,4100.0
43,31,20040302,10227,1,Medium,33,100.0,3666.96,3300.0
43,24,20040429,10244,5,Medium,36,84.33,3035.88,3035.88
43,62,20040614,10257,5,Small,26,89.29,2321.54,2321.54
43,37,20040817,10280,7,Medium,34,100.0,3474.46,3400.0
43,92,20040907,10290,2,Small,26,96.23,2501.98,2501.98
43,39,20041011,10304,11,Medium,38,100.0,3958.46,3800.0
43,40,20041021,10312,8,Medium,33,100.0,3535.95,3300.0
43,73,20041105,10323,2,Medium,33,91.27,3011.91,3011.91
43,9,20041118,10333,2,Large,46,100.0,11336.7,4600.0
43,11,20041129,10347,12,Small,26,100.0,2656.94,2600.0
43,40,20041210,10357,3,Small,25,100.0,2604.25,2500.0
43,42,20050120,10369,4,Medium,45,73.08,3288.6,3288.6
43,40,20050217,10382,7,Large,50,100.0,8935.5,5000.0
43,64,20050310,10392,1,Medium,36,100.0,4035.96,3600.0
43,57,20050530,10423,5,Small,21,89.29,1875.09,1875.09
44,67,20030303,10108,8,Medium,29,100.0,4049.56,2900.0
44,68,20030508,10122,12,Small,21,100.0,2469.39,2100.0
44,40,20030702,10135,9,Medium,42,100.0,5432.7,4200.0
44,42,20030905,10147,9,Medium,37,100.0,4405.22,3700.0
44,5,20031010,10159,4,Medium,25,100.0,3638.0,2500.0
44,43,20031104,10169,4,Medium,36,100.0,4444.92,3600.0
44,8,20031112,10181,16,Medium,22,100.0,3395.48,2200.0
44,69,20031120,10191,5,Medium,23,100.0,3414.58,2300.0
44,24,20031202,10203,10,Medium,32,100.0,5127.04,3200.0
44,10,20040115,10211,4,Medium,28,100.0,3745.28,2800.0
44,70,20040222,10225,11,Medium,27,100.0,4564.08,2700.0
44,49,20040409,10238,5,Medium,49,100.0,6554.24,4900.0
44,10,20040526,10252,1,Medium,41,100.0,6749.83,4100.0
44,88,20040702,10265,1,Large,49,100.0,8427.02,4900.0
44,72,20040802,10276,5,Medium,30,100.0,3924.6,3000.0
44,70,20040830,10287,14,Medium,40,100.0,6761.6,4000.0
44,73,20031004,10300,7,Medium,23,100.0,3786.49,2300.0
44,69,20041016,10310,12,Medium,49,100.0,6266.12,4900.0
44,25,20041103,10320,5,Medium,25,100.0,3491.0,2500.0
44,67,20041116,10330,3,Medium,37,100.0,4405.22,3700.0
44,11,20041124,10342,7,Medium,55,100.0,6548.3,5500.0
44,24,20041207,10355,7,Medium,23,100.0,3177.91,2300.0
44,74,20050106,10363,11,Medium,24,100.0,4142.64,2400.0
44,24,20050210,10378,10,Medium,43,96.49,4149.07,4149.07
44,40,20050304,10390,1,Large,50,100.0,7397.0,5000.0
45,46,20030310,10109,2,Medium,47,100.0,6241.6,4700.0
45,47,20030520,10123,4,Medium,34,100.0,5331.88,3400.0
45,2,20030710,10137,4,Medium,31,100.0,5124.3,3100.0
45,43,20030911,10148,11,Medium,28,100.0,3639.44,2800.0
45,79,20031017,10161,10,Medium,36,100.0,5544.0,3600.0
45,14,20031105,10172,8,Medium,48,100.0,5493.12,4800.0
45,8,20031112,10181,4,Medium,39,100.0,5785.26,3900.0
45,41,20031120,10192,9,Medium,45,100.0,5340.6,4500.0
45,75,20031202,10204,15,Medium,35,100.0,5735.8,3500.0
45,24,20040116,10212,8,Medium,45,100.0,6357.6,4500.0
45,56,20040226,10226,6,Large,46,100.0,7343.9,4600.0
45,45,20040413,10240,1,Medium,37,100.0,5959.22,3700.0
45,23,20040601,10253,3,Medium,31,100.0,4029.38,3100.0
45,71,20040706,10266,4,Medium,33,100.0,5035.14,3300.0
45,85,20040806,10278,4,Medium,31,100.0,4116.8,3100.0
45,70,20040830,10287,2,Medium,27,100.0,4310.55,2700.0
45,86,20031005,10301,6,Medium,39,100.0,6446.7,3900.0
45,24,20041016,10311,11,Medium,32,100.0,3616.64,3200.0
45,22,20041104,10321,8,Medium,28,100.0,4232.76,2800.0
45,46,20041117,10331,12,Small,26,67.91,1765.66,1765.66
45,2,20041124,10343,2,Medium,44,84.88,3734.72,3734.72
45,4,20050112,10367,6,Medium,46,100.0,4808.38,4600.0
45,24,20050210,10379,4,Small,32,70.83,2266.56,2266.56
45,49,20050415,10406,1,Large,65,100.0,10468.9,6500.0
45,20,20050517,10419,3,Medium,43,100.0,5589.14,4300.0
46,67,20030303,10108,12,Small,43,67.77,2914.11,2914.11
46,68,20030508,10122,16,Small,35,49.74,1740.9,1740.9
46,40,20030702,10135,13,Small,45,50.36,2266.2,2266.2
46,89,20030903,10146,2,Medium,47,67.14,3155.58,3155.58
46,5,20031010,10159,8,Small,21,64.66,1357.86,1357.86
46,43,20031104,10169,8,Small,38,68.39,2598.82,2598.82
46,7,20031111,10180,3,Small,21,50.36,1057.56,1057.56
46,69,20031120,10191,9,Medium,43,72.74,3127.82,3127.82
46,10,20040115,10211,8,Small,46,54.09,2488.14,2488.14
46,7,20040221,10224,1,Small,38,58.44,2220.72,2220.72
46,12,20040405,10237,1,Small,26,52.22,1357.72,1357.72
46,10,20040526,10252,5,Small,31,52.84,1638.04,1638.04
46,59,20040630,10264,3,Small,48,54.71,2626.08,2626.08
46,72,20040802,10276,9,Small,33,50.36,1661.88,1661.88
46,63,20040828,10286,1,Small,38,57.2,2173.6,2173.6
46,17,20040930,10299,3,Small,39,55.95,2182.05,2182.05
46,69,20041016,10310,16,Small,42,67.14,2819.88,2819.88
46,80,20041103,10319,4,Small,44,59.06,2598.64,2598.64
46,67,20041116,10330,2,Small,29,69.63,2019.27,2019.27
46,11,20041124,10342,8,Small,26,55.95,1454.7,1454.7
46,24,20041207,10355,1,Small,31,53.47,1657.57,1657.57
46,74,20050106,10363,12,Small,32,89.12,2851.84,2851.84
46,24,20050210,10378,9,Medium,28,100.0,4609.64,2800.0
46,40,20050304,10390,2,Medium,36,100.0,5079.96,3600.0
46,23,20050408,10403,1,Small,36,52.22,1879.92,1879.92
47,87,20030217,10106,17,Medium,41,100.0,4774.86,4100.0
47,20,20030428,10119,8,Small,27,99.52,2687.04,2687.04
47,92,20030616,10130,1,Medium,33,100.0,3423.75,3300.0
47,51,20030810,10143,12,Medium,34,100.0,3455.76,3400.0
47,17,20031006,10155,10,Medium,29,100.0,3622.97,2900.0
47,38,20031023,10167,6,Medium,34,100.0,3599.58,3400.0
47,52,20031108,10178,9,Medium,48,100.0,5386.56,4800.0
47,53,20031114,10186,6,Medium,46,100.0,4918.78,4600.0
47,54,20031126,10197,3,Small,22,100.0,2538.8,2200.0
47,55,20040109,10209,5,Small,20,100.0,2498.6,2000.0
47,56,20040219,10222,9,Medium,45,85.75,3858.75,3858.75
47,34,20040508,10249,5,Medium,46,100.0,5600.5,4600.0
47,24,20040624,10262,14,Medium,34,100.0,4103.46,3400.0
47,57,20040721,10273,1,Medium,50,85.75,4287.5,4287.5
47,58,20040820,10283,3,Medium,46,100.0,5795.54,4600.0
47,90,20040915,10296,12,Small,22,84.7,1863.4,1863.4
47,30,20041014,10307,6,Medium,48,86.81,4166.88,4166.88
47,60,20041101,10316,14,Medium,47,86.81,4080.07,4080.07
47,87,20041112,10328,6,Medium,34,100.0,3815.48,3400.0
47,91,20041122,10338,2,Medium,45,100.0,5526.45,4500.0
47,50,20041203,10351,2,Medium,20,100.0,3374.6,2000.0
47,61,20050131,10373,6,Medium,50,60.49,3024.5,3024.5
47,24,20050301,10386,6,Small,22,57.55,1266.1,1266.1
47,2,20050330,10398,17,Medium,45,100.0,4811.85,4500.0
47,62,20050401,10400,6,Large,58,100.0,7307.42,5800.0
47,88,20050509,10415,5,Medium,51,100.0,6209.25,5100.0
48,24,20030131,10104,3,Medium,38,100.0,5348.5,3800.0
48,27,20030416,10117,12,Small,22,100.0,2780.58,2200.0
48,75,20030603,10127,5,Medium,25,100.0,3447.0,2500.0
48,40,20030808,10142,15,Medium,24,100.0,3791.52,2400.0
48,29,20030925,10152,1,Medium,35,100.0,4524.1,3500.0
48,27,20031022,10165,6,Medium,28,100.0,3337.6,2800.0
48,71,20031106,10176,5,Medium,36,100.0,5532.12,3600.0
48,51,20031114,10185,16,Medium,39,100.0,5096.91,3900.0
48,35,20031126,10196,8,Medium,27,100.0,4537.08,2700.0
48,65,20031209,10207,1,Medium,40,100.0,6146.8,4000.0
48,76,20040212,10220,5,Large,50,100.0,8258.0,5000.0
48,73,20040315,10230,3,Large,42,100.0,7238.28,4200.0
48,74,20040505,10247,5,Medium,48,100.0,6756.0,4800.0
48,19,20040720,10272,5,Medium,25,100.0,3734.0,2500.0
48,40,20040820,10282,8,Medium,31,100.0,4674.8,3100.0
48,1,20040908,10292,2,Large,44,100.0,7140.76,4400.0
48,78,20041014,10306,16,Medium,23,100.0,3600.65,2300.0
48,79,20041022,10314,8,Medium,29,100.0,4206.74,2900.0
48,12,20041105,10324,13,Medium,49,100.0,5379.71,4900.0
48,28,20041121,10337,3,Medium,36,100.0,5679.36,3600.0
48,75,20041201,10349,5,Medium,34,100.0,4394.84,3400.0
48,24,20041210,10358,13,Small,25,100.0,2528.25,2500.0
48,36,20050126,10372,6,Large,48,100.0,7031.52,4800.0
48,24,20050222,10383,1,Medium,38,100.0,5340.9,3800.0
48,24,20050315,10394,1,Medium,37,100.0,6376.58,3700.0
48,14,20050505,10413,5,Medium,49,100.0,6896.75,4900.0
49,41,20030106,10100,4,Small,22,86.51,1903.22,1903.22
49,78,20030318,10110,8,Small,28,89.27,2499.56,2499.56
49,85,20030521,10124,7,Medium,36,85.59,3081.24,3081.24
49,43,20030911,10148,1,Medium,34,100.0,3598.22,3400.0
49,5,20031018,10162,10,Medium,39,100.0,3912.09,3900.0
49,87,20031105,10173,14,Small,21,75.46,1584.66,1584.66
49,40,20031112,10182,11,Medium,36,100.0,3942.72,3600.0
49,88,20031121,10193,15,Small,24,97.55,2341.2,2341.2
49,75,20031202,10204,5,Small,29,85.59,2482.11,2482.11
